1,0
0.98,25
0.95,50
0.93,75
0.91,100
0.89,125
0.86,150
0.84,175
0.82,200
0.79,225
0.77,250
0.75,275
0.72,300
0.7,325
0.68,350
0.66,375
0.63,400
0.61,425
0.59,450
0.56,475
0.54,500
0.52,525
0.49,550
0.47,575
0.45,600
0.43,625
0.4,650
0.38,675
0.36,700
0.33,725
0.31,750
0.29,775
0.26,800
0.24,825
0.22,850
0.2,875
0.17,900
0.15,925
0.13,950
0.1,975
0.08,1000
0.07,1032
